urdu,transliteration,count
روزن,rauzan,8
فریب,fareb,8
ہی,hay,8
کھولنا,kholnaa,8
قفس,qafas,8
گھبرانا,ghabraanaa,8
روز,roz,8
رسوا,rusvaa,8
دود,duud,8
شوخی,sho;xii,8
نظّارہ,na:z:zaarah,8
کرم,karam,8
بھلا,bhalaa,8
رونا,ronaa,8
بجا,bajaa,8
قدر,qadr,8
بھر,bhar,8
رو,ruu,8
راز,raaz,8
پریشان,pareshaan,8
تاب,taab,8
ساز,saaz,8
بوسہ,bosah,8
دست,dast,8
زمین,zamiin,8
نشاط,nashaa:t,8
صحبت,.su;hbat,8
سامان,saamaan,8
بے تاب,be-taab,8
عجز,((ajz,8
فلک,falak,8
وصل,va.sl,8
دشت,dasht,8
وہ,vah,8
زنجیر,zanjiir,8
مرغ,mur;g,7
عہد,((ahd,7
لیلیٰ,lail;aa,7
پرسش,pursish,7
آنکھوں,aa;nkho;n,7
گلستان,gulistaan,7
بھاگنا,bhaagnaa,7
قتل,qatl,7
سو,suu,7
امتحان,imti;haan,7
چھیڑنا,chhe;rnaa,7
تنگ,tang,7
یوسف,yuusuf,7
ناخن,naa;xun,7
زندان,zindaan,7
فصل,fa.sl,7
شور,shor,7
لہو,lahuu,7
نامہ بر,naamah-bar,7
منظور,man:zuur,7
سلامت,salaamat,7
آزار,aazaar,7
مہ,mah,7
پہلے,pahle,7
گردش,gardish,7
سرمہ,surmah,7
آغوش,aa;gosh,7
تسلی,tasallii,7
غنچہ,;gunchah,7
رخ,ru;x,7
حیرت,;hairat,7
خراب,;xaraab,7
دیکھو,dekho,7
اتنا,itnaa,7
مست,mast,7
دوا,davaa,7
ابر,abr,7
فریاد,faryaad,7
خانہ,;xaanah,7
حنا,;hinaa,7
امید,umiid,7
خاطر,;xaa:tir,7
جیب,jeb,7
آگ,aag,7
صبا,.sabaa,7
رکنا,ruknaa,7
ہمّت,himmat,7
سبزہ,sabzah,7
جدا,judaa,7
رہی,rahii,7
بلبل,bulbul,7
رسوائی,rusvaa))ii,7
شکست,shikast,7
تسکین,taskiin,7
نغمہ,na;gmah,7
مژہ,mizhah,7
ڈرنا,;darnaa,7
بھولنا,bhuulnaa,7
مبارک,mubaarak,7
تب,tab,7
شمع,sham((,7
آمد,aamad,7
کشتہ,kushtah,7
مثل,mi;sl,7
تقاضا,taqaa.zaa,7
فروغ,furo;g,7
بیمار,biimaar,7
فتنہ,fitnah,7
دعویٰ,da((v;aa,7
شاہ,shaah,7
بازار,baazaar,7
تاثیر,taa;siir,7
بو,buu,7
خضر,;xi.zr,6
پسند,pasand,6
مارنا,maarnaa,6
دہر,dahr,6
بند,band,6
آواز,aavaaz,6
خامہ,;xaamah,6
رفتار,raftaar,6
وداع,vidaa((,6
فراق,firaaq,6
ظاہر,:zaahir,6
ان,in,6
تصوّر,ta.savvur,6
مدّت,muddat,6
شبنم,shabnam,6
وہم,vahm,6
عدو,((aduu,6
حقیقت,;haqiiqat,6
آستان,aastaan,6
لطف,lu:tf,6
دعا,du((aa,6
خرام,;xiraam,6
پرتو,partav,6
آدمی,aadmii,6
چرخ,char;x,6
بساط,bisaa:t,6
دکھانا,dikhaanaa,6
توقّع,tavaqqu((,6
ستمگر,sitamgar,6
خم,;xam,6
ظالم,:zaalim,6
اجزا,ajzaa,6
عدم,((adam,6
بیکسی,bekasii,6
تکلف,takalluf,6
گرد,gard,6
تمہارا,tumhaaraa,6
مے خانہ,mai-;xaanah,6
تیز,tez,6
ننگ,nang,6
نیرنگ,nairang,6
گوش,gosh,6
ترک,tark,6
گرفتار,giriftaar,6
باد,baad,6
ڈالنا,;daalnaa,6
گرنا,girnaa,6
گلشن,gulshan,6
خورشید,;xvurshiid,6
بیابان,bayaabaan,6
ہنگامہ,hangaamah,6
حیراں,;hairaa;n,6
قید,qaid,6
گلہ,gilah,6
جیسے,jaise,6
تنگی,tangii,6
ہجوم,hujuum,6
حیف,;haif,6
مزہ,mazah,6
واہ,vaah,6
تر,tar,6
خلق,;xalq,6
حساب,;hisaab,6
مو,muu,6
سرو,sarv,6
مانع,maana((,6
خود,;xvud,6
ذکر,;zikr,6
کشمکش,kashmakash,6
پیراہن,pairaahan,6
جتنا,jitnaa,6
رحم,ra;hm,6
اشک,ashk,6
خنجر,;xanjar,6
مطلب,ma:tlab,6
گوہر,gauhar,6
حیا,;hayaa,6
جواب,javaab,6
محفل,ma;hfil,6
بالین,baaliin,5
واسطہ,vaas:tah,5
ادھر,idhar,5
کو,kuu,5
تدبیر,tadbiir,5
دربان,darbaan,5
عذر,((u;zr,5
جمع,jam((a,5
وصال,vi.saal,5
گزر,guzar,5
جراحت,jaraa;hat,5
غلط,;gala:t,5
ہجر,hijr,5
خون چکاں,;xuun-chakaa;n,5
سزا,sazaa,5
بال و پر,baal-o-par,5
تصویر,ta.sviir,5
عجب,((ajab,5
چپنا,chupnaa,5
اضطراب,i.z:tiraab,5
سوز,soz,5
طلب,:talab,5
غبار,;gubaar,5
سویدا,suvaidaa,5
مکرّر,mukarrar,5
عشرت,((ishrat,5
قضا,qa.zaa,5
گھسنا,ghisnaa,5
عشّاق,((ushshaaq,5
مانند,maanind,5
دشنہ,dashnah,5
خرمن,;xirman,5
مقابل,muqaabil,5
سا,saa,5
چاہے,chaahe,5
باب,baab,5
گردون,garduun,5
جگہ,jagah,5
نیاز,niyaaz,5
خالی,;xaalii,5
بلانا,bulaanaa,5
تقریر,taqriir,5
دیوانہ,diivaanah,5
طرز,:tarz,5
محشر,ma;hshar,5
سفر,safar,5
اسی,usii,5
ناصح,naa.si;h,5
نوا,navaa,5
کشاکش,kashaakash,5
دندان,dandaan,5
زانو,zaanuu,5
موجہ,maujah,5
بے وفا,be-vafaa,5
احباب,a;hbaab,5
وطن,va:tan,5
مے کدہ,mai-kadah,5
پنبہ,punbah,5
انجمن,anjuman,5
اندیشہ,andeshah,5
وسعت,vus((at,5
مینا,miinaa,5
قدح,qada;h,5
سادگی,saadagii,5
سخت,sa;xt,5
چار,chaar,5
خریدار,;xariidaar,5
ساحل,saa;hil,5
شوخ,sho;x,5
اعتبار,i((tibaar,5
خاموشی,;xaamoshii,5
ظلم,:zulm,5
بحر,ba;hr,5
لو,lo,5
نذر,na;zr,5
آفتاب,aaftaab,5
جمال,jamaal,5
شام,shaam,5
نشّہ,nashshah,5
شیشہ,shiishah,5
گفتار,guftaar,5
روشن,raushan,5
خلد,;xuld,5
روتے,rote,5
کاوش,kaavish,5
طرف,:taraf,5
سودا,saudaa,5
مہر,mihr,5
گدا,gadaa,5
اشارہ,ishaarah,5
گناہ,gunaah,5
لاکھ,laakh,5
گلا,gilaa,5
حضور,;hu.zuur,4
خلوت,;xalvat,4
سکون,sakuun,4
ذرّے,;zarre,4
کہیو,kahyo,4
گوشہ,goshah,4
رسا,rasaa,4
سعی,sa((ii,4
بے تکلف,be-takalluf,4
صرف,.sarf,4
دونوں,dono;n,4
عافیت,((aafiyat,4
وجہ,vaj'h,4
پروانہ,parvaanah,4
خواہش,;xvaahish,4
ہنسنا,ha;nsnaa,4
بال,baal,4
ہزار,hazaar,4
نا امیدی,naa-umiidii,4
قمری,qumrii,4
زاہد,zaahid,4
آرام,aaraam,4
نا توانی,naa-tavaanii,4
لالہ,laalah,4
قبلہ,qiblah,4
ہنر,hunar,4
فرش,farsh,4
ہونے,hone,4
کیسا,kaisaa,4
دکھ,dukh,4
رفتہ,raftah,4
پیش,pesh,4
زبانی,zabaanii,4
رہن,rahn,4
پتّھر,patthar,4
کھٹکنا,kha;taknaa,4
طالع,:taala((,4
آزمانا,aazmaanaa,4
نشان,nishaan,4
قاصد,qaa.sid,4
بد گمانی,bad-gumaanii,4
خم,;xum,4
خوشی,;xvushii,4
فکر,fikr,4
ٹپکنا,;tapknaa,4
واعظ,vaa((i:z,4
زار,zaar,4
دور,daur,4
شکل,shakl,4
صہبا,.sahbaa,4
سحر,sa;har,4
ادھر,udhar,4
شہر,shahr,4
دہن,dahan,4
طوطی,:tuu:tii,4
غمزہ,;gamzah,4
گہر,guhar,4
پریشانی,pareshaanii,4
حضرت,;ha.zrat,4
نگار,nigaar,4
راحت,raa;hat,4
چھٹنا,chhu;tnaa,4
دوڑنا,dau;rnaa,4
پیچ و تاب,pech-o-taab,4
باہر,baahar,4
بہشت,bihisht,4
انگشت,angusht,4
گرفتاری,giriftaarii,4
پہنچنا,pahu;nchnaa,4
الجھنا,ulajhnaa,4
نبض,nab.z,4
ٹھہرنا,;thahrnaa,4
کٹنا,ka;tnaa,4
ضبط,.zab:t,4
شمشیر,shamshiir,4
بد خو,bad-;xuu,4
دہان,dahaan,4
معنی,ma((nii,4
فائدہ,faa))idah,4
باعث,baa((i;s,4
بگڑنا,biga;rnaa,4
سر گرم,sar-garm,4
تپش,tapish,4
بہاری,bahaarii,4
جنبش,junbish,4
آشیان,aashiyaan,4
اندازہ,andaazah,4
زندگانی,zindagaanii,4
پیمان,paimaan,4
نومیدی,naumiidii,4
ویرانی,viiraanii,4
وجود,vujuud,4
دکھلانا,dikhlaanaa,4
بدلا,badlaa,4
خمار,;xumaar,4
شاید,shaayad,4
منّت,minnat,4
طوفان,:tuufaan,4
دوستی,dostii,4
بر طرف,bar-:taraf,4
افسردگی,afsurdagii,4
طلسم,:tilism,4
سنا,sunaa,4
کوہکن,kohkan,4
غم خوار,;gam-;xvaar,4
مژدہ,muzhdah,4
نازک,naazuk,4
قیس,qais,4
خوشا,;xvushaa,4
ز,z,4
ایمان,iimaan,4
شہید,shahiid,4
طرّہ,:turrah,4
ٹوٹنا,;tuu;tnaa,4
ماہ,maah,4
سو,sau,4
چھپانا,chhupaanaa,4
جبین,jabiin,4
طرب,:tarab,4
کمال,kamaal,4
ال لیٰہ,al-l;aah,4
پارہ,paarah,4
روانی,ravaanii,4
محیط,mu;hii:t,4
خرابی,;xaraabii,4
در خور,dar-;xvur,4
دیوار و در,diivaar-o-dar,4
جو,juu,4
کاغذ,kaa;ga;z,4
کفن,kafan,4
رہ گزر,rah-guzar,4
بے داد,be-daad,4
عریاں,((uryaa;n,4
ہمیشہ,hameshah,4
بسمل,bismil,4
نکالنا,nikaalnaa,4
قلم,qalam,4
آگہی,aagahii,4
موت,maut,4
ارباب,arbaab,4
سوزن,sozan,4
ویران,viiraan,4
ناموس,naamuus,4
مستی,mastii,4
لڑنا,la;rnaa,4
شادی,shaadii,4
بد گمان,bad-gumaan,4
ہوش,hosh,4
اصل,a.sl,4
شبستان,shabistaan,4
کلام,kalaam,4
بے سبب,be-sabab,4
غرور,;guruur,4
جہت,jihat,3
اوج,auj,3
عرش,((arsh,3
رفو,rafuu,3
وحشی,va;hshii,3
افسوس,afsos,3
مضمون,ma.zmuun,3
ہمہ,hamah,3
دشمنی,dushmanii,3
دھو,dho,3
میر,miir,3
قد,qad,3
فیض,fai.z,3
قرار,qaraar,3
شرار,sharaar,3
غیب,;gaib,3
آبلہ پا,aabilah-paa,3
ہم سخن,ham-su;xan,3
گور,gor,3
خموش,;xamosh,3
کمین,kamiin,3
رونے,rone,3
فارغ,faari;g,3
دوزخ,doza;x,3
مشت,musht,3
سامنے,saamne,3
بے قراری,be-qaraarii,3
تجلی,tajallii,3
سعی,sa((y,3
بے حجاب,be-;hijaab,3
بوسے,bose,3
محرومی,ma;hruumii,3
حرم,;haram,3
عنقا,((anqaa,3
جلاد,jallaad,3
تنہائی,tanhaa))ii,3
رونق,raunaq,3
خطا,;xa:taa,3
وا بستہ,vaa-bastah,3
جاوید,jaaved,3
اگنا,ugnaa,3
سفینہ,safiinah,3
پردہ داری,pardah-daarii,3
تلوار,talvaar,3
رضوان,ri.zvaan,3
زیادہ,ziyaadah,3
ضد,.zid,3
شعر,shi((r,3
توڑ,to;r,3
مرحبا,mar;habaa,3
احسان,i;hsaan,3
مشتاق,mushtaaq,3
طبیعت,:tabii((at,3
قدرت,qudrat,3
گلخن,gul;xan,3
نکہت,nak'hat,3
تمثال,tim;saal,3
جوانی,javaanii,3
صد رنگ,.sad-rang,3
آبرو,aabruu,3
دل لگی,dil-lagii,3
قامت,qaamat,3
گل چین,gul-chiin,3
تحریر,ta;hriir,3
دہقان,dihqaan,3
ایجاد,iijaad,3
ندیم,nadiim,3
زہر,zahr,3
سوال,savaal,3
نشاط,nishaa:t,3
بتلانا,batlaanaa,3
آفت,aafat,3
زخمی,za;xmii,3
اترنا,utarnaa,3
حوصلہ,;hau.slah,3
ظرف,:zarf,3
گرہ,girah,3
کار و بار,kaar-o-baar,3
رخصت,ru;x.sat,3
طعنہ,:ta((nah,3
عریانی,((uryaanii,3
سپاس,sipaas,3
رند,rind,3
الم,alam,3
سیلی,siilii,3
بخیہ,ba;xyah,3
خوف,;xauf,3
تمکین,tamkiin,3
شیوہ,shevah,3
خاص,;xaa.s,3
نشو و نما,nashv-o-numaa,3
چرچا,charchaa,3
ضامن,.zaamin,3
بہتر,bahtar,3
غربت,;gurbat,3
طوق,:tauq,3
زیر,zer,3
ذرا,;zaraa,3
حد,;had,3
فغان,fi;gaan,3
آوارگی,aavaaragii,3
کھودنا,khodnaa,3
مدّعی,mudda((ii,3
زنّار,zunnaar,3
پیچھے,piichhe,3
رہو,raho,3
عام,((aam,3
اشعار,ash((aar,3
ہم دم,ham-dam,3
پر افشان,par-afshaan,3
نبرد,nabard,3
بال کشا,baal-kushaa,3
حوادث,;havaadi;s,3
حالت,;haalat,3
کان,kaan,3
نسیم,nasiim,3
لخت,la;xt,3
درس,dars,3
نو,nau,3
چھڑکنا,chhi;raknaa,3
سجدہ,sijdah,3
تھمنا,thamnaa,3
تازہ,taazah,3
روزگار,rozgaar,3
عقدہ,((uqdah,3
عنواں,((unvaa;n,3
پاسبان,paasbaan,3
بیگانگی,begaanagii,3
التفات,iltifaat,3
خلش,;xalish,3
وا رستگی,vaa-rastagii,3
رزق,rizq,3
برابر,baraabar,3
کون سا,kaun-saa,3
فراغت,faraa;gat,3
بنانا,banaanaa,3
اندوہ,andoh,3
دھوکا,dhokaa,3
وبال,vabaal,3
چھوٹنا,chhuu;tnaa,3
اگرچہ,agarchih,3
افسردہ,afsurdah,3
قرض,qar.z,3
خمیازہ,;xamyaazah,3
نا چار,naa-chaar,3
مزا,mazaa,3
حجاب,;hijaab,3
اعتماد,i((timaad,3
سراغ,suraa;g,3
یک قلم,yak-qalam,3
بہانہ,bahaanah,3
باز,baaz,3
بالش,baalish,3
تنہا,tanhaa,3
رہزن,rahzan,3
عداوت,((adaavat,3
کوہ,koh,3
پرے,pare,3
مکان,makaan,3
انسان,insaan,3
کرو,karo,3
تلافی,talaafii,3
اندر,andar,3
شش,shash,3
موسم,mausam,3
گلی,galii,3
ہلاک,halaak,3
بجھنا,bujhnaa,3
بہا,bahaa,3
بیش,besh,3
بے مہر,be-mihr,3
آزادی,aazaadii,3
خفا,;xafaa,3
عرصہ,((ar.sah,3
وادی,vaadii,3
وضع,va.z((a,3
ہجران,hijraan,3
عندلیب,((andaliib,3
سراپا,saraapaa,3
تسلیم,tasliim,3
طوفاں,:tuufaa;n,3
مانا,maanaa,3
شخص,sha;x.s,3
خاں,;xaa;n,3
آزردہ,aazurdah,3
ثواب,;savaab,3
شاہد,shaahid,3
آرائش,aaraa))ish,3
ہووے,hove,3
خموشی,;xamoshii,3
کھنچنا,khi;nchnaa,3
نا تمامی,naa-tamaamii,3
دشوار,dushvaar,3
اتنا,utnaa,3
چند,chand,3
الٹنا,ul;tnaa,3
شرمانا,sharmaanaa,3
بے اثر,be-a;sar,3
فرہاد,farhaad,3
فرد,fard,3
عید,((iid,3
مہر,muhr,3
فرق,farq,3
پار,paar,3
بے جا,be-jaa,3
کمان,kamaan,3
نفرت,nafrat,3
کھیل,khel,3
خستہ,;xastah,3
خزاں,;xizaa;n,3
مفت,muft,3
ستانا,sataanaa,3
نمک دان,namak-daan,3
ملامت,malaamat,3
فراہم,faraaham,3
نکوہش,nikohish,3
مکتب,maktab,3
شرمندہ,sharmindah,3
حور,;huur,3
راضی,raa.zii,3
آباد,aabaad,3
بلندی,bulandii,3
صید,.said,3
روان,ravaan,3
مرہم,marham,3
غفلت,;gaflat,3
پانی,paanii,3
جم,jam,3
نازش,naazish,3
لاونا,laavnaa,3
شیرین,shiiriin,3
مکتوب,maktuub,3
مہربان,mihrbaan,3
پیکان,paikaan,3
تعمیر,ta((miir,3
کسے,kise,3
مدح,mad;h,3
جذبہ,ja;zbah,3
بھرنا,bharnaa,3
حرف,;harf,3
سبحہ,sub;hah,3
تقریب,taqriib,3
شیرازہ,shiiraazah,3
ہم زبان,ham-zabaan,3
مقدم,maqdam,3
آتش کدہ,aatish-kadah,3
پیمانہ,paimaanah,3
دید,diid,3
کتنا,kitnaa,3
بندگی,bandagii,3
بخشنا,ba;xshnaa,3
بینش,biinish,3
دبنا,dabnaa,3
بن,bun,3
عاجز,((aajiz,3
پیغام,pai;gaam,3
حالانکہ,;haalaa;nkih,2
بے زبانی,be-zabaanii,2
آہنگ,aahang,2
عرق,((araq,2
عالی,((aalii,2
پڑھنا,pa;rhnaa,2
بجلی,bijlii,2
تعن,ta((n,2
ماتم,maatam,2
دندان نما,dandaan-numaa,2
سنو,suno,2
دل فریبی,dil-farebii,2
ارزانی,arzaanii,2
مختصر,mu;xta.sar,2
لرزنا,laraznaa,2
مشق,mashq,2
معاصی,ma((aa.sii,2
عارض,((aari.z,2
مقصد,maq.sad,2
بادہ نوشی,baadah-noshii,2
وا ماندگی,vaa-maa;ndagii,2
خستگی,;xastagii,2
نا کام,naa-kaam,2
دکھلان,dikhlaana,2
معتقد,mu((taqid,2
بتلاؤ,batlaa))o,2
علاج,((ilaaj,2
نیند,nii;nd,2
ریشہ,reshah,2
کھڑا,kha;raa,2
زنگار,zangaar,2
اقلیم,iqliim,2
یاران,yaaraan,2
اختیار,i;xtiyaar,2
گوارا,gavaaraa,2
تماشائی,tamaashaa))ii,2
ریختہ,re;xtah,2
طراوت,:taraavat,2
اثبات,i;sbaat,2
ادراک,idraak,2
عیسیٰ,((iis;aa,2
دھرنا,dharnaa,2
الفط,ulfa:t,2
آہو,aahuu,2
رو,ro,2
دانہ,daanah,2
خطّ,;xa:t:t,2
مشکین,mushkiin,2
دانا,daanaa,2
کسلیے,kisliye,2
جگر تشنہ,jigar-tishnah,2
خواری,;xvaarii,2
نا سزا,naa-sazaa,2
بے زار,be-zaar,2
نشتر,nashtar,2
بزم آرائی,bazm-aaraa))ii,2
تہمت,tuhmat,2
پیر,piir,2
ہنگام,hangaam,2
گریزان,gurezaan,2
سنانا,sunaanaa,2
چیز,chiiz,2
کیونکہ,kyuu;nkih,2
شرر بار,sharar-baar,2
کھود,khod,2
زحمت,za;hmat,2
بیابان نورد,bayaabaan-navard,2
چہرہ,chahrah,2
کلفت,kulfat,2
بدن,badan,2
مطرب,mu:trib,2
پارسائی,paarsaa))ii,2
بر,bar,2
تاخیر,taa;xiir,2
بد,bad,2
با,baa,2
بشر,bashar,2
آدم,aadam,2
پیالہ,piyaalah,2
تمہید,tamhiid,2
روح,ruu;h,2
لکھوانا,likhvaanaa,2
بیمار دار,biimaar-daar,2
بندھنا,ba;ndhnaa,2
نومید,naumed,2
منّت کش,minnat-kash,2
زمزم,zamzam,2
کاری,kaarii,2
یاس,yaas,2
اسد ال لیٰہ,asad-ul-l;aah,2
نرگس,nargis,2
اسیری,asiirii,2
مصیبت,mu.siibat,2
گلزار,gulzaar,2
چارہ,chaarah,2
عنان گیر,((inaan-giir,2
