urdu,transliteration,count
خیال,;xayaal,18
عشق,((ishq,18
رہے,rahe,18
بہت,bahut,18
کم,kam,18
مرا,miraa,18
پوچھ,puuchh,18
دم,dam,18
جا,jaa,18
اپنا,apnaa,18
کرتے,karte,18
دو,do,17
قیامت,qiyaamat,17
ترا,tiraa,17
مت,mat,17
جگر,jigar,17
نالہ,naalah,17
کیونکر,kyuu;nkar,17
در,dar,17
جہاں,jahaa;n,17
جان,jaan,17
کیجے,kiije,17
بنے,bane,16
برا,buraa,16
ہنوز,hanuuz,16
ہمیں,hame;n,16
نظر,na:zar,16
تیرا,teraa,16
ہاں,haa;n,16
دیا,diyaa,16
ابھی,abhii,16
آوے,aave,16
تیری,terii,16
ہوتے,hote,16
سمجھا,samjhaa,15
کھلا,khulaa,15
کب,kab,15
اسے,use,15
کہوں,kahuu;n,15
کہیں,kahii;n,15
دیکھتے,dekhte,15
جاۓگا,jaa))egaa,15
بہار,bahaar,14
خوں,;xuu;n,14
موجِ شراب,mauj-e sharaab,14
بزم,bazm,14
سو,so,14
جی,jii,14
بسکہ,baskih,14
ہمارے,hamaare,14
نگاہ,nigaah,14
معلوم,ma((luum,14
نکلے,nikle,14
بار,baar,14
قسمت,qismat,14
ہونا,honaa,14
لے,le,14
درودیوار,dar-o-diivaar,14
عمر,((umr,13
ہر چند,har-chand,13
بغیر,ba;gair,13
تماشا,tamaashaa,13
دریا,daryaa,13
سب,sab,13
کہیں,kahe;n,13
دیکھنا,dekhnaa,13
ملے,mile,13
کافر,kaafir,13
نکلا,niklaa,13
جاتا,jaataa,13
گویا,goyaa,13
یہی,yihii,13
یعنی,ya((nii,13
تجھے,tujhe,12
ہوا,havaa,12
طرح,:tara;h,12
آزمائش,aazmaa))ish,12
مے,mai,12
ہماری,hamaarii,12
درد,dard,12
دیکھیے,dekhiye,12
ادا,adaa,12
عالم,((aalam,12
قطرہ,qa:trah,12
دشمن,dushman,12
گو,go,12
پاس,paas,12
کون,kaun,12
خوش,;xvush,12
خبر,;xabar,12
کہو,kaho,12
دی,dii,11
جانتا,jaantaa,11
جز,juz,11
از,az,11
ولے,vale,11
تمنّا,tamannaa,11
لگا,lagaa,11
بعد,ba((d,11
جسے,jise,11
نفس,nafas,11
ساقی,saaqii,11
وقت,vaqt,11
زخم,za;xm,11
ذرّہ,;zarrah,10
نمک,namak,10
شراب,sharaab,10
دور,duur,10
زندگی,zindagii,10
رقیب,raqiib,10
نالے,naale,10
آرزو,aarzuu,10
پایا,paayaa,10
داد,daad,10
ساتھ,saath,10
نام,naam,10
مرنے,marne,10
وحشت,va;hshat,10
کہہ,kah,10
رات,raat,10
جاں,jaa;n,10
کہا,kahaa,10
غافل,;gaafil,10
فرصت,fur.sat,10
تن,tan,10
تلک,talak,10
بن,ban,10
جل,jal,10
ہوتی,hotii,10
ہمارا,hamaaraa,10
آساں,aasaa;n,10
وا,vaa,10
شوق,shauq,10
وگرنہ,vagarnah,10
باندھتے,baa;ndhte,9
قدم,qadam,9
آئینہ,aa))iinah,9
جاتے,jaate,9
یار,yaar,9
حال,;haal,9
رکھ,rakh,9
پیدا,paidaa,9
رکھتا,rakhtaa,9
وہی,vuhii,9
وائے,vaa))e,9
عزیز,((aziiz,9
ضعف,.zu((f,9
لوگ,log,9
گردن,gardan,9
گرچہ,garchih,9
سن,sun,9
تیر,tiir,9
خط,;xa:t,9
رشک,rashk,9
کل,kal,9
راہ,raah,9
شب,shab,9
بن,bin,9
بیاں,bayaa;n,9
باقی,baaqii,9
گیے,gaye,9
آئی,aa))ii,9
بارے,baare,9
بلا,balaa,9
تمام,tamaam,8
جلوہ,jalvah,8
قسم,qasam,8
ہوگا,hogaa,8
رہ,rah,8
بس,bas,8
ہی,hay,8
بھر,bhar,8
گل,gul,8
ایسی,aisii,8
رکھتے,rakhte,8
شمع,sham((a,8
کھینچ,khe;nch,8
مٹ,mi;t,8
پڑا,pa;raa,8
انہیں,u;nhe;n,8
سمجھے,samjhe,8
آسماں,aasmaa;n,8
تغافل,ta;gaaful,8
ایسا,aisaa,8
وفا,vafaa,8
آنکھ,aa;nkh,8
حسرت,;hasrat,8
صدا,.sadaa,8
آئنہ,aa))inah,8
جنوں,junuu;n,8
دوست,dost,8
دیتا,detaa,8
مدّعا,mudda((aa,8
زباں,zabaa;n,7
آنکھوں,aa;nkho;n,7
دماغ,dimaa;g,7
آنے,aane,7
کاش,kaash,7
جاتی,jaatii,7
کروں,karuu;n,7
خو,;xuu,7
جاؤں,jaa))uu;n,7
کیجیے,kiijiye,7
جاوے,jaave,7
رسوا,rusvaa,7
نامہ بر,naamah-bar,7
حاصل,;haa.sil,7
پہلے,pahle,7
آشنا,aashnaa,7
نقاب,naqaab,7
پریشاں,pareshaa;n,7
قاتل,qaatil,7
دنیا,dunyaa,7
ناز,naaz,7
خواب,;xvaab,7
صحرا,.sa;hraa,7
بھلا,bhalaa,7
مرتا,martaa,7
شرم,sharm,7
لہو,lahuu,7
نہاں,nihaa;n,7
اٹھا,u;thaa,7
آگ,aag,7
آہ,aah,7
عاشق,((aashiq,7
جدا,judaa,7
برق,barq,7
شکایت,shikaayat,7
چاک,chaak,7
رہی,rahii,7
مانا,maanaa,7
بوسہ,bosah,7
ستم,sitam,7
باغ,baa;g,7
منظور,man:zuur,7
دیکھو,dekho,7
گماں,gumaa;n,7
پڑے,pa;re,7
پردے,parde,7
مبارک,mubaarak,7
حق,;haq,7
گریباں,garebaa;n,7
کوچے,kuuche,7
جلوہِ گل,jalvah-e gul,7
پسند,pasand,6
حساب,;hisaab,6
لب,lab,6
عہد,((ahd,6
باندھا,baa;ndhaa,6
کریں,kare;n,6
فلک,falak,6
ظاہر,:zaahir,6
تنگ,tang,6
ان,in,6
تمہیں,tumhii;n,6
ناخن,naa;xun,6
زمانے,zamaane,6
آدمی,aadmii,6
سمجھتے,samajhte,6
صد,.sad,6
ظالم,:zaalim,6
خس,;xas,6
اٹھائیے,u;thaa))iye,6
جانتے,jaante,6
واہ,vaah,6
پا,paa,6
تکلف,takalluf,6
زلف,zulf,6
جفا,jafaa,6
انداز,andaaz,6
امتحاں,imti;haa;n,6
داغ,daa;g,6
آتش,aatish,6
بار ہا,baar-haa,6
جائیں,jaa))e;n,6
پردہ,pardah,6
خوب,;xuub,6
مدّت,muddat,6
کہتا,kahtaa,6
سلامت,salaamat,6
کھل,khul,6
حیف,;haif,6
جواب,javaab,6
چل,chal,6
محبّت,mu;habbat,6
جیسے,jaise,6
اٹھ,u;th,6
نگہ,nigah,6
بنا,banaa,6
طاقت,:taaqat,6
تمہیں,tumhe;n,6
بیٹھے,bai;the,6
گرمی,garmii,6
چمن,chaman,6
گھبرا,ghabraa,6
اتنا,itnaa,6
رحم,ra;hm,6
خنجر,;xanjar,6
ہستی,hastii,6
چراغاں,chiraa;gaa;n,6
ستمگر,sitamgar,6
گلہ,gilah,6
جمع,jam((a,5
ادھر,idhar,5
لیا,liyaa,5
مطلب,ma:tlab,5
آواز,aavaaz,5
بادہ,baadah,5
دیوار,diivaar,5
قتل,qatl,5
گزر,guzar,5
رکھوں,rakhuu;n,5
غلط,;gala:t,5
یوسف,yuusuf,5
روزن,rauzan,5
تصوّر,ta.savvur,5
واسطے,vaas:te,5
ایسے,aise,5
قفس,qafas,5
عدو,((aduu,5
مانگے,maa;nge,5
گریہ,giryah,5
حقیقت,;haqiiqat,5
عجب,((ajab,5
دعا,du((aa,5
توقّع,tavaqqu((,5
سمجھ,samajh,5
جائیے,jaa))iye,5
مقابل,muqaabil,5
سا,saa,5
چاہے,chaahe,5
عدم,((adam,5
زمانہ,zamaanah,5
بھول,bhuul,5
سخت,sa;xt,5
دیتے,dete,5
فنا,fanaa,5
خراب,;xaraab,5
بیاباں,bayaabaa;n,5
دوا,davaa,5
پوچھے,puuchhe,5
سوا,sivaa,5
کرنے,karne,5
اسی,usii,5
مزہ,mazah,5
بجا,bajaa,5
مژگاں,mizhgaa;n,5
چاہا,chaahaa,5
دامن,daaman,5
چار,chaar,5
کعبے,ka((be,5
جگہ,jagah,5
مجنوں,majnuu;n,5
بے خودی,be-;xvudii,5
بیٹھا,bai;thaa,5
جہان,jahaan,5
ظلم,:zulm,5
لو,lo,5
جانوں,jaanuu;n,5
رہیں,rahe;n,5
دینا,denaa,5
آتے,aate,5
زنداں,zindaa;n,5
لخّت,la;z;zat,5
چھوڑا,chho;raa,5
جلوے,jalve,5
پنہاں,pinhaa;n,5
مل,mil,5
تقاضا,taqaa.zaa,5
دعویٰ,da((v;aa,5
مرتے,marte,5
بازار,baazaar,5
خود,;xvud,5
چلے,chale,5
سینہ,siinah,5
ذکر,;zikr,5
وصل,va.sl,5
روتے,rote,5
جانے,jaane,5
طرف,:taraf,5
حیا,;hayaa,5
مشکل,mushkil,5
زنجیر,zanjiir,5
گلا,gilaa,5
خضر,;xi.zr,4
پڑی,pa;rii,4
صبح,.sub;h,4
ہوں,ho;n,4
دیکھوں,dekhuu;n,4
تدبیر,tadbiir,4
آنکھیں,aa;nkhe;n,4
ذرّے,;zarre,4
گزرے,guzre,4
کہیو,kahyo,4
لاکھوں,laakho;n,4
انتظار,inti:zaar,4
دیے,diye,4
دنداں,dandaa;n,4
جلے,jale,4
بد گماں,bad-gumaa;n,4
دوں,duu;n,4
بے تکلف,be-takalluf,4
دونوں,dono;n,4
لگی,lagii,4
زبان,zabaan,4
خواہش,;xvaahish,4
ہوس,havas,4
ہزار,hazaar,4
گلشن,gulshan,4
مارا,maaraa,4
آرام,aaraam,4
سزا,sazaa,4
جیتے,jiite,4
شکوہ,shikvah,4
فریب,fareb,4
لوں,luu;n,4
زمیں,zamii;n,4
شبنم,shabnam,4
عیش,((aish,4
کھولتے,kholte,4
فائدہ,faa))idah,4
دکھ,dukh,4
پتّھر,patthar,4
صورت,.suurat,4
قاصد,qaa.sid,4
ہونے,hone,4
سکے,sake,4
خوشی,;xvushii,4
مکرّر,mukarrar,4
دیکھنے,dekhne,4
بتوں,buto;n,4
چلتا,chaltaa,4
رہنے,rahne,4
تسلی,tasallii,4
سو,sau,4
دام,daam,4
رخ,ru;x,4
ادھر,udhar,4
شہر,shahr,4
پائے,paa))e,4
مرگ,marg,4
حسن,;husn,4
سکوں,sakuu;n,4
بر طرف,bar-:taraf,4
سائے,saa))e,4
قید,qaid,4
خالی,;xaalii,4
مرنا,marnaa,4
بیکسی,bekasii,4
دیوانہ,diivaanah,4
بہشت,bihisht,4
وعدے,va((de,4
روشن,raushan,4
سکتی,saktii,4
خوں چکاں,;xuu;n-chakaa;n,4
تسکیں,taskii;n,4
سینے,siine,4
باب,baab,4
حنا,;hinaa,4
ڈر,;dar,4
نکلتی,nikaltii,4
جیب,jeb,4
آب,aab,4
آنا,aanaa,4
سادگی,saadagii,4
پائی,paa))ii,4
سنا,sunaa,4
کوہکن,kohkan,4
رک,ruk,4
شوخ,sho;x,4
حیراں,;hairaa;n,4
خوشا,;xvushaa,4
امّید,ummiid,4
اثر,a;sar,4
کرتی,kartii,4
تب,tab,4
ویراں,viiraa;n,4
خلد,;xuld,4
واعظ,vaa((i:z,4
ال لیٰہ,al-l;aah,4
سکتا,saktaa,4
جادہ,jaadah,4
بیمار,biimaar,4
شعلہ,shu((lah,4
شاہ,shaah,4
ہمیشہ,hameshah,4
باہر,baahar,4
تاثیر,taa;siir,4
موت,maut,4
دکھلا,dikhlaa,4
لکھا,likhaa,4
تاب,taab,4
لکھ,likh,4
جتنا,jitnaa,4
لوگوں,logo;n,4
کلام,kalaam,4
شاید,shaayad,4
سایہ,saayah,4
بے سبب,be-sabab,4
لگے,lage,4
جہت,jihat,3
غنچہ,;gunchah,3
عرش,((arsh,3
صحبت,.su;hbat,3
اٹھایا,u;thaayaa,3
مہرباں,mihrbaa;n,3
دہر,dahr,3
ہمہ,hamah,3
سخن,su;xan,3
خطا,;xa:taa,3
کہیے,kahye,3
کون سے,kaun-se,3
بدلے,badle,3
لیتا,letaa,3
بند,band,3
قرار,qaraar,3
آبلہ پا,aabilah-paa,3
ہم سخن,ham-su;xan,3
چھیڑ,chhe;r,3
خموش,;xamosh,3
رونے,rone,3
رسا,rasaa,3
تیز,tez,3
وصال,vi.saal,3
فارغ,faari;g,3
کھول,khol,3
گلستاں,gulistaa;n,3
سعی,sa((y,3
بلندی,bulandii,3
حالِ دل,;haal-e dil,3
بیش,besh,3
سکتے,sakte,3
بوسے,bose,3
نا امیدی,naa-umiidii,3
شکوے,shikve,3
ہجر,hijr,3
دست,dast,3
چپ,chup,3
نا توانی,naa-tavaanii,3
راضی,raa.zii,3
دھو,dho,3
سفینہ,safiinah,3
تلوار,talvaar,3
بالوپر,baal-o-par,3
زیادہ,ziyaadah,3
ضد,.zid,3
تصویر,ta.sviir,3
توڑ,to;r,3
ملتی,miltii,3
حد,;had,3
خونِ جگر,;xuun-e jigar,3
طلب,:talab,3
دیوارودر,diivaar-o-dar,3
گلخن,gul;xan,3
غبار,;gubaar,3
پر افشاں,par-afshaa;n,3
عندلیب,((andaliib,3
روز,roz,3
بیٹھنا,bai;thnaa,3
رہےگا,rahegaa,3
کرنا,karnaa,3
بد گمانی,bad-gumaanii,3
نکالے,nikaale,3
تمہاری,tumhaarii,3
قضا,qa.zaa,3
تھیں,thii;n,3
قرض,qar.z,3
تمہارے,tumhaare,3
وعدہ,va((dah,3
عشّاق,((ushshaaq,3
چاکِ گریباں,chaak-e garebaa;n,3
عرض,((ar.z,3
لا,laa,3
پیمانِ وفا,paimaan-e vafaa,3
عریانی,((uryaanii,3
کھلتا,khultaa,3
مرحبا,mar;habaa,3
خرمن,;xirman,3
تارِ بستر,taar-e bistar,3
ہمدم,hamdam,3
چرچا,charchaa,3
سویدا,suvaidaa,3
کفن,kafan,3
حیرت,;hairat,3
ذرا,;zaraa,3
بنتی,bantii,3
ذوق,;zauq,3
مدّعی,mudda((ii,3
پیچھے,piichhe,3
زانو,zaanuu,3
رہو,raho,3
کھینچا,khe;nchaa,3
اشعار,ash((aar,3
لبوں,labo;n,3
حالت,;haalat,3
گزری,guzrii,3
بیتاب,betaab,3
طوطی,:tuu:tii,3
دشوار,dushvaar,3
شعلے,shu((le,3
گرم,garm,3
گرد,gard,3
خرابی,;xaraabii,3
سرو,sarv,3
کھٹکا,kha;tkaa,3
دشت,dasht,3
مست,mast,3
انگشت,angusht,3
جوے خوں,juu-e ;xuu;n,3
برابر,baraabar,3
سنگ,sang,3
ناصح,naa.si;h,3
مانگ,maa;ng,3
کشاکش,kashaakash,3
اگرچہ,agarchih,3
سنتا,suntaa,3
شیشے,shiishe,3
ٹھہرا,;thahraa,3
رکھا,rakhaa,3
نا چار,naa-chaar,3
کفِ سیلاب,kaf-e sailaab,3
مارے,maare,3
یک قلم,yak-qalam,3
امید,umiid,3
بد خو,bad-;xuu,3
باز,baaz,3
رنج,ranj,3
ہم زباں,ham-zabaa;n,3
بے وفا,be-vafaa,3
ٹوٹ,;tuu;t,3
دھوکا,dhokaa,3
رواں,ravaa;n,3
مے کدہ,mai-kadah,3
وطن,va:tan,3
پرے,pare,3
کرو,karo,3
رو,ruu,3
شبستاں,shabistaa;n,3
صبا,.sabaa,3
زندگانی,zindagaanii,3
جینے,jiine,3
نالہِ دل,naalah-e dil,3
پانی,paanii,3
چشم,chashm,3
ملتا,miltaa,3
اندر,andar,3
چاہتا,chaahtaa,3
سکا,sakaa,3
بھاگے,bhaage,3
بے مہر,be-mihr,3
کھینچے,khe;nche,3
سبزہ,sabzah,3
خفا,;xafaa,3
دشمنی,dushmanii,3
شبِ غم,shab-e ;gam,3
دوستی,dostii,3
اڑ,u;r,3
سراپا,saraapaa,3
بلبل,bulbul,3
شخص,sha;x.s,3
خاں,;xaa;n,3
خامشی,;xaamushii,3
لگائے,lagaa))e,3
خار,;xaar,3
اٹھائے,u;thaa))e,3
اعتبار,i((tibaar,3
ز,z,3
رسوائی,rusvaa))ii,3
ہووے,hove,3
اڑنے,u;rne,3
خموشی,;xamoshii,3
دوڑے,dau;re,3
سامنے,saamne,3
آستاں,aastaa;n,3
اشارے,ishaare,3
داغِ دل,daa;g-e dil,3
چند,chand,3
کرم,karam,3
خلق,;xalq,3
تازہ,taazah,3
پار,paar,3
نظّارے,na:z:zaare,3
نفرت,nafrat,3
کھیل,khel,3
کسے,kise,3
آمد,aamad,3
روانی,ravaanii,3
فراہم,faraaham,3
نکوہش,nikohish,3
احساں,i;hsaa;n,3
دیکھتا,dekhtaa,3
زاہد,zaahid,3
نقشِ قدم,naqsh-e qadam,3
جلاد,jallaad,3
قطرے,qa:tre,3
غربت,;gurbat,3
بہتر,bahtar,3
رہ گزر,rah-guzar,3
نشاط,nashaa:t,3
عریاں,((uryaa;n,3
بال کشا,baal-kushaa,3
قلم,qalam,3
آگہی,aagahii,3
مزا,mazaa,3
بخشے,ba;xshe,3
تنہا,tanhaa,3
مستی,mastii,3
تار,taar,3
الفت,ulfat,3
آتش کدہ,aatish-kadah,3
آفتاب,aaftaab,3
نکہتِ گل,nak'hat-e gul,3
پاتا,paataa,3
بو,buu,3
محفل,ma;hfil,3
مضموں,ma.zmuu;n,3
حالانکہ,;haalaa;nkih,2
اٹھے,u;the,2
بجلی,bijlii,2
تعن,ta((n,2
لگتی,lagtii,2
اہلِ بینش,ahl-e biinish,2
حضور,;hu.zuur,2
بیوفا,bevafaa,2
سمجھتا,samajhtaa,2
اٹھانے,u;thaane,2
مختصر,mu;xta.sar,2
آؤں,aa))uu;n,2
گلستاں,gulsitaa;n,2
اچّھے,achchhe,2
غمِ روزگار,;gam-e rozgaar,2
خلوت,;xalvat,2
اشارہ,ishaarah,2
افسردہ,afsurdah,2
خستگی,;xastagii,2
وقتِ سفر,vaqt-e safar,2
لختِ جگر,la;xt-e jigar,2
موجِ رنگ,mauj-e rang,2
موجِ مے,mauj-e mai,2
علاج,((ilaaj,2
نیند,nii;nd,2
زنگار,zangaar,2
میر,miir,2
سرِ نو,sar-e nau,2
اختیار,i;xtiyaar,2
لیلیٰ,lail;aa,2
عذر,((u;zr,2
نمک داں,namak-daa;n,2
گوارا,gavaaraa,2
بڑھ,ba;rh,2
علی,((alii,2
چھوٹا,chhuu;taa,2
اہلِ جہاں,ahl-e jahaa;n,2
اثبات,i;sbaat,2
پرسش,pursish,2
دکھاتا,dikhaataa,2
پھرے,phire,2
دنوں,dino;n,2
رحمت,ra;hmat,2
حور,;huur,2
رو,ro,2
گور,gor,2
درست,durust,2
ہای,haay,2
دیجے,diije,2
رضواں,ri.zvaa;n,2
بے زار,be-zaar,2
سراسر,saraasar,2
نشتر,nashtar,2
لکھتا,likhtaa,2
رگ,rag,2
عافیت,((aafiyat,2
غنچے,;gunche,2
کیونکہ,kyuu;nkih,2
کھود,khod,2
تنگیِ دل,tangii-e dil,2
تجلی,tajallii,2
جراحت,jaraa;hat,2
سو,suu,2
ہنگامہ,hangaamah,2
بدن,badan,2
پارسائی,paarsaa))ii,2
رفتار,raftaar,2
بر,bar,2
سنی,sunii,2
بشر,bashar,2
صاحب,.saa;hib,2
خمِ مے,;xum-e mai,2
مو,muu,2
سمجھو,samjho,2
سیر,sair,2
بے حجاب,be-;hijaab,2
قمری,qumrii,2
نالہِ بلبل,naalah-e bulbul,2
شادی,shaadii,2
چھپائے,chhupaa))e,2
شکستِ آرزو,shikast-e aarzuu,2
عنقا,((anqaa,2
روؤں,ro))uu;n,2
گلزار,gulzaar,2
چال,chaal,2
لالہ,laalah,2
رونق,raunaq,2
گوشہِ بساط,goshah-e bisaa:t,2
کیسا,kaisaa,2
نیکی,nekii,2
جیے,jiye,2
نا سزا,naa-sazaa,2
چیز,chiiz,2
گزارا,guzaaraa,2
پردہ داری,pardah-daarii,2
خانہِ آئینہ,;xaanah-e aa))iinah,2
چلا,chalaa,2
جوش,josh,2
سبزہِ خط,sabzah-e ;xa:t,2
روئیں‌گے,ro))e;nge,2
سوتے,sote,2
وفاداری,vafaadaarii,2
جذبہِ دل,ja;zbah-e dil,2
بر ہم,bar-ham,2
خوباں,;xuubaa;n,2
اضطراب,i.z:tiraab,2
سنتے,sunte,2
کھا,khaa,2
نگاہیں,nigaahe;n,2
گر,gir,2
رفتہ,raftah,2
گھستے,ghiste,2
نسبت,nisbat,2
دیدہِ حیراں,diidah-e ;hairaa;n,2
پیے,piye,2
لفظ,laf:z,2
مشتاق,mushtaaq,2
طبیعت,:tabii((at,2
قدرت,qudrat,2
عبارت,((ibaarat,2
جوہر,jauhar,2
وہم,vahm,2
مجھی,mujhii,2
تعجّب,ta((ajjub,2
سراپا ناز,saraapaa-naaz,2
مدار,madaar,2
صد رنگ,.sad-rang,2
بلا,bulaa,2
ٹھنڈا,;than;daa,2
زخمِ جگر,za;xm-e jigar,2
دل لگی,dil-lagii,2
سال,saal,2
صبح دم,.sub;h-dam,2
جاؤ,jaa))o,2
موقوف,mauquuf,2
سنگِ آستاں,sang-e aastaa;n,2
سحر,si;hr,2
دیکھی,dekhii,2
پوچھتا,puuchhtaa,2
مٹا,mi;taa,2
معاملہ,mu((aamilah,2
آئینے,aa))iine,2
اٹھائی,u;thaa))ii,2
لطف,lu:tf,2
ندیم,nadiim,2
چاہتے,chaahte,2
آشیاں,aashiyaa;n,2
نعش,na((sh,2
اٹھتی,u;thtii,2
سوال,savaal,2
کھنچتا,khi;nchtaa,2
آفت,aafat,2
زخمی,za;xmii,2
افسوس,afsos,2
ستم گر,sitam-gar,2
آزاد,aazaad,2
لیوے,leve,2
حوصلہ,;hau.slah,2
زنہار,zinhaar,2
پوچھتے,puuchhte,2
بنائے,banaa))e,2
کاروبار,kaar-o-baar,2
جن,jin,2
بتلاؤ,batlaa))o,2
کماں,kamaa;n,2
رکھیو,rakhyo,2
گوں,guu;n,2
خم,;xam,2
پیتے,piite,2
کمیں,kamii;n,2
دمِ تحریر,dam-e ta;hriir,2
غمِ عشق,;gam-e ((ishq,2
مانند,maanind,2
دشنہ,dashnah,2
کتنے,kitne,2
گدائی,gadaa))ii,2
لیں‌گے,le;nge,2
شیریں,shiirii;n,2
ملنے,milne,2
نشاں,nishaa;n,2
آؤ,aa))o,2
تھک,thak,2
تحفہ,tu;hfah,2
بتِ آئنہ سیما,but-e aa))inah-siimaa,2
زور,zor,2
آشفتہ بیانی,aashuftah-bayaanii,2
شیوہ,shevah,2
دیکھیں,dekhe;n,2
پوچھیں,puuchhe;n,2
مجلس,majlis,2
ضامن,.zaamin,2
حلقہ,;halqah,2
کوے یار,kuu-e yaar,2
بے وفائی,be-vafaa))ii,2
زہے,zahe,2
زہر,zahr,2
چھٹا,chhu;taa,2
الجھتے,ulajhte,2
ثابت,;saabit,2
جاۓگی,jaa))egii,2
گناہوں,gunaaho;n,2
زخمِ سوزن,za;xm-e sozan,2
لکھے,likhe,2
پاتے,paate,2
غمِ پنہاں,;gam-e pinhaa;n,2
قبول,qabuul,2
قہر,qahr,2
آوارگی,aavaaragii,2
زبانی,zabaanii,2
حسرتِ دیدار,;hasrat-e diidaar,2
میرزا,miirzaa,2
خندہ,;xandah,2
زنّار,zunnaar,2
حضرت,;ha.zrat,2
بولا,bolaa,2
ٹپکے,;tapke,2
چھوڑی,chho;rii,2
غرض,;gara.z,2
گہر,guhar,2
شوخی,sho;xii,2
گستاخ,gustaa;x,2
یکتا,yaktaa,2
کاشانے,kaashaane,2
کردہ,kardah,2
پے,pai,2
دہقاں,dihqaa;n,2
زار,zaar,2
فرماویں‌گے,farmaave;nge,2
کان,kaan,2
شبِ مہ,shab-e mah,2
جوہرِ آئنہ,jauhar-e aa))inah,2
فتنہ,fitnah,2
بھیس,bhes,2
کہتی,kahtii,2
نگار,nigaar,2
جلوہ گری,jalvah-garii,2
لگاؤ,lagaa))o,2
قیس,qais,2
بے اثر,be-a;sar,2
اندھیر,andher,2
آویں,aave;n,2
دیکھے,dekhe,2
عمرِ خضر,((umr-e ;xi.zr,2
نقشہ,naqshah,2
توسن,tausan,2
جتنے,jitne,2
آہیں,aahe;n,2
ووہی,vohii,2
بھاگیں‌گے,bhaage;nge,2
پیچوتاب,pech-o-taab,2
تقریر,taqriir,2
ملا,milaa,2
تقریب,taqriib,2
وو,vo,2
شرما,sharmaa,2
سایے,saaye,2
سنو,suno,2
زیاں,ziyaa;n,2
سنے,sune,2
رزق,rizq,2
رے,re,2
خامہ,;xaamah,2
مانع,maana((,2
بادشاہ,baadshaah,2
فراغت,faraa;gat,2
پوچھو,puuchho,2
طاقتِ دیدار,:taaqat-e diidaar,2
قطرہِ خوں,qa:trah-e ;xuu;n,2
تہی,tihii,2
ابر,abr,2
ساغر,saa;gar,2
دانا,daanaa,2
گوش,gosh,2
دکھلائیں,dikhlaa))e;n,2
فریاد,faryaad,2
کار فرما,kaar-farmaa,2
شمشیر,shamshiir,2
کہنے,kahne,2
پوچھا,puuchhaa,2
نگہِ گرم,nigah-e garm,2
خمیازہ,;xamyaazah,2
جاویں‌گے,jaave;nge,2
رونا,ronaa,2
حجاب,;hijaab,2
سراغ,suraa;g,2
طبع,:tab((a,2
ہنسی,ha;nsii,2
فگار,figaar,2
قدر,qadr,2
آئنے,aa))ine,2
ہم آغوشی,ham-aa;goshii,2
اٹھتا,u;thtaa,2
