urdu,transliteration,count
قایامت,qiyaamat,19
شمع,sham((a,19
دا,adaa,19
کاسای,kisii,19
کم,kam,19
اونا,aavnaa,19
ساقای,saaqii,19
بارا,buraa,18
ساننا,sun'naa,18
باندھنا,baa;ndhnaa,18
باےٹھنا,bai;thnaa,18
بہات,bahut,18
عالم,((aalam,18
عاشاق,((aashiq,18
اٹھانا,u;thaanaa,18
داشمن,dushman,18
نداز,andaaz,18
نقش,naqsh,18
ناگہ,nigah,18
وقت,vaqt,18
گازرنا,guzarnaa,18
سکنا,saknaa,18
ماژگان,mizhgaan,18
لاکھنا,likhnaa,18
داو,do,17
مت,mat,17
رقایب,raqiib,17
کیاونکر,kyuu;nkar,17
رشک,rashk,17
پردہ,pardah,17
اب,aab,17
راہ,raah,17
نفس,nafas,17
زبان,zabaan,16
حال,;haal,16
ہناوز,hanuuz,16
ہان,haa;n,16
بھای,abhii,16
وحشت,va;hshat,16
قاسمت,qismat,16
زالف,zulf,16
لخّت,la;z;zat,16
پاس,paas,16
طاقت,:taaqat,16
شاعلہ,shu((lah,16
ہاوتی,hote,16
بلا,balaa,16
ہوس,havas,15
گاریہ,giryah,15
درودایوار,dar-o-diivaar,15
خندہ,;xandah,15
کافار,kaafir,15
اہ,aah,15
کب,kab,15
لگانا,lagaanaa,15
ساتم,sitam,15
ساینہ,siinah,15
سمجھنا,samajhnaa,15
اسی,use,15
کہہاین,kahii;n,15
تن,tan,15
سایہ,saayah,15
ساخن,su;xan,14
قدم,qadam,14
ارزاو,aarzuu,14
بغاےر,ba;gair,14
ساو,so,14
جای,jii,14
ماٹنا,mi;tnaa,14
معلاوم,ma((luum,14
تاب,taab,14
خط,;xa:t,14
بسکاہ,baskih,14
برق,barq,14
کھانا,khaanaa,14
بعد,ba((d,14
گرم,garm,14
ائانہ,aa))inah,14
خواش,;xvush,14
تار,taar,14
ذرّہ,;zarrah,13
خس,;xas,13
ہر چند,har-chand,13
تیغ,te;g,13
چاہنا,chaahnaa,13
جاوش,josh,13
ساغر,saa;gar,13
صاورت,.suurat,13
سب,sab,13
زمانہ,zamaanah,13
اڑنا,u;rnaa,13
قاتال,qaatil,13
نام,naam,13
خواب,;xvaab,13
لاوگ,log,13
گردن,gardan,13
سنگ,sang,13
اتاش,aatish,13
بادہ,baadah,13
خاوب,;xuub,13
گاویا,goyaa,13
یعنای,ya((nii,13
فارصت,fur.sat,13
چھاوڑنا,chho;rnaa,13
یاہای,yihii,13
چمن,chaman,13
الفت,ulfat,13
تاجھی,tujhe,12
داماغ,dimaa;g,12
محو,ma;hv,12
لگنا,lagnaa,12
طرح,:tara;h,12
شاکوہ,shikvah,12
ازمائاش,aazmaa))ish,12
وعدہ,va((dah,12
عرض,((ar.z,12
بیان,bayaan,12
دست,dast,12
خاون,;xuun,12
باستر,bistar,12
تغافال,ta;gaaful,12
چاک,chaak,12
گاو,go,12
انکھ,aa;nkh,12
صدا,.sadaa,12
خبر,;xabar,12
کون,kaun,12
حق,;haq,12
کہہاو,kaho,12
صابح,.sub;h,11
جوہر,jauhar,11
انتاظار,inti:zaar,11
گریبان,garebaan,11
رگ,rag,11
ساےر,sair,11
پاینا,piinaa,11
لانا,laanaa,11
حلقہ,;halqah,11
داد,daad,11
دام,daam,11
جاسی,jise,11
جفا,jafaa,11
جاز,juz,11
صحرا,.sa;hraa,11
ز,az,11
ولی,vale,11
پانہان,pinhaan,11
مجناون,majnuun,11
رات,raat,11
شاکایت,shikaayat,11
ماحبّت,mu;habbat,11
بی خوادای,be-;xvudii,11
ضاعف,.zu((f,11
بھرنا,bharnaa,11
جام,jaam,11
زاندگای,zindagii,11
دامن,daaman,11
دایدار,diidaar,11
اسان,aasaan,10
نمک,namak,10
داور,duur,10
عاےش,((aish,10
خاو,;xuu,10
راوز,roz,10
حاصال,;haa.sil,10
نقاب,naqaab,10
خار,;xaar,10
دانیا,dunyaa,10
ساتھ,saath,10
عزایز,((aziiz,10
ناہان,nihaan,10
ساوا,sivaa,10
تایر,tiir,10
رنج,ranj,10
جاینا,jiinaa,10
کف,kaf,10
کہہ,kah,10
اسمان,aasmaan,10
فنا,fanaa,10
غافال,;gaafil,10
تلک,talak,10
جادہ,jaadah,10
ہاوتای,hotii,10
باغ,baa;g,10
ماہر,mihr,10
وا,vaa,10
وگرنہ,vagarnah,10
چاراغ,chiraa;g,10
بال,baal,9
کاش,kaash,9
فریاد,faryaad,9
کاوچہ,kuuchah,9
پاےدا,paidaa,9
اشنا,aashnaa,9
صد,.sad,9
گامان,gumaan,9
مرگ,marg,9
ماننا,maan'naa,9
نظّارہ,na:z:zaarah,9
وائی,vaa))e,9
گرچاہ,garchih,9
بر,abr,9
شرم,sharm,9
متاع,mataa((,9
بیداد,bedaad,9
کل,kal,9
سبزہ,sabzah,9
بان,bin,9
ساز,saaz,9
مانگنا,maa;ngnaa,9
واہای,vuhii,9
ثر,a;sar,9
پھارنا,phirnaa,9
باقای,baaqii,9
سامان,saamaan,9
راشتہ,rishtah,9
گرمای,garmii,9
باری,baare,9
وصل,va.sl,9
مادّعا,mudda((aa,9
ماشکال,mushkil,9
تمام,tamaam,8
قسم,qasam,8
خم,;xam,8
ساےلاب,sailaab,8
بند,band,8
کعبہ,ka((bah,8
ہاوگا,hogaa,8
فصل,fa.sl,8
بس,bas,8
چاراغ,chiraa;ga,8
حرایف,;hariif,8
فریب,fareb,8
لالہ,laalah,8
روزن,rauzan,8
ہی,hay,8
کھاولنا,kholnaa,8
قفس,qafas,8
گھبرانا,ghabraanaa,8
راسوا,rusvaa,8
مہ,mah,8
قدر,qadr,8
داود,duud,8
راخ,ru;x,8
بالبال,bulbul,8
باد,baad,8
شاوخای,sho;xii,8
کرم,karam,8
بھلا,bhalaa,8
راونا,ronaa,8
بجا,bajaa,8
بھر,bhar,8
جیب,jeb,8
راز,raaz,8
پریشان,pareshaan,8
باوسہ,bosah,8
راو,ruu,8
نغمہ,na;gmah,8
زماین,zamiin,8
صاحبت,.su;hbat,8
فاتنہ,fitnah,8
نشاط,nashaa:t,8
بی تاب,be-taab,8
عجز,((ajz,8
فلک,falak,8
دشت,dasht,8
خنجر,;xanjar,8
وہ,vah,8
زنجایر,zanjiir,8
مارغ,mur;g,7
عہد,((ahd,7
لاےلیٰ,lail;aa,7
پارساش,pursish,7
گالاستان,gulistaan,7
بھاگنا,bhaagnaa,7
ساو,suu,7
امتاحان,imti;haan,7
چھیڑنا,chhe;rnaa,7
واداع,vidaa((,7
تنگ,tang,7
ناخان,naa;xun,7
زاندان,zindaan,7
یاوساف,yuusuf,7
شاور,shor,7
لہاو,lahuu,7
نامہ بر,naamah-bar,7
سلامت,salaamat,7
ازار,aazaar,7
پہلی,pahle,7
گرداش,gardish,7
سارمہ,surmah,7
تسلای,tasallii,7
غانچہ,;gunchah,7
عدم,((adam,7
حاےرت,;hairat,7
ماہ,maah,7
قتل,qatl,7
تسکاین,taskiin,7
خراب,;xaraab,7
دیکھاو,dekho,7
انکھاون,aa;nkho;n,7
سرو,sarv,7
اتنا,itnaa,7
مست,mast,7
دوا,davaa,7
گاوش,gosh,7
خانہ,;xaanah,7
اماید,umiid,7
خاطار,;xaa:tir,7
اگ,aag,7
اغاوش,aa;gosh,7
جادا,judaa,7
راکنا,ruknaa,7
ہامّت,himmat,7
صبا,.sabaa,7
رہای,rahii,7
خوارشاید,;xvurshiid,7
بھاولنا,bhuulnaa,7
راسوائای,rusvaa))ii,7
شاکست,shikast,7
تقاضا,taqaa.zaa,7
منظاور,man:zuur,7
ماژہ,mizhah,7
کاشتہ,kushtah,7
ڈرنا,;darnaa,7
مابارک,mubaarak,7
تب,tab,7
شمع,sham((,7
امد,aamad,7
ماثل,mi;sl,7
فاراوغ,furo;g,7
بایمار,biimaar,7
دعویٰ,da((v;aa,7
شاہ,shaah,7
بازار,baazaar,7
تاثایر,taa;siir,7
حانا,;hinaa,7
گوہر,gauhar,7
جواب,javaab,7
باو,buu,7
خاضر,;xi.zr,6
پسند,pasand,6
مارنا,maarnaa,6
دہر,dahr,6
قاےد,qaid,6
پاےراہن,pairaahan,6
اواز,aavaaz,6
سانانا,sunaanaa,6
ہنگامہ,hangaamah,6
رفتار,raftaar,6
گالشن,gulshan,6
فاراق,firaaq,6
ماقابال,muqaabil,6
ظاہار,:zaahir,6
ان,in,6
تصوّار,ta.savvur,6
عداو,((aduu,6
مادّت,muddat,6
ساوز,soz,6
حقایقت,;haqiiqat,6
استان,aastaan,6
لاطف,lu:tf,6
داعا,du((aa,6
پرتو,partav,6
ادمای,aadmii,6
چرخ,char;x,6
باساط,bisaa:t,6
داکھانا,dikhaanaa,6
توقّاع,tavaqqu((,6
ساتمگر,sitamgar,6
ظالام,:zaalim,6
دشنہ,dashnah,6
جزا,ajzaa,6
خامہ,;xaamah,6
بیکسای,bekasii,6
غمزہ,;gamzah,6
واہ,vaah,6
ماو,muu,6
تکلاف,takalluf,6
گرد,gard,6
تامہارا,tumhaaraa,6
طرز,:tarz,6
ماے خانہ,mai-;xaanah,6
تیز,tez,6
ننگ,nang,6
ناےرنگ,nairang,6
دندان,dandaan,6
گارافتار,giriftaar,6
شبنم,shabnam,6
ڈالنا,;daalnaa,6
گارنا,girnaa,6
ماینا,miinaa,6
قدح,qada;h,6
سادگای,saadagii,6
شاوخ,sho;x,6
حاےف,;haif,6
حاےران,;hairaa;n,6
ترک,tark,6
جاےسی,jaise,6
وہم,vahm,6
تنگای,tangii,6
ہاجاوم,hujuum,6
مزہ,mazah,6
بیابان,bayaabaan,6
شک,ashk,6
تر,tar,6
خلق,;xalq,6
حاساب,;hisaab,6
خارام,;xiraam,6
شایشہ,shiishah,6
مانع,maana((,6
خواد,;xvud,6
ذاکر,;zikr,6
کشمکش,kashmakash,6
جاتنا,jitnaa,6
رحم,ra;hm,6
مطلب,ma:tlab,6
حیا,;hayaa,6
محفال,ma;hfil,6
گالہ,gilah,6
بالاین,baaliin,5
واسطہ,vaas:tah,5
ادھر,idhar,5
کاو,kuu,5
تدبایر,tadbiir,5
دربان,darbaan,5
عاذر,((u;zr,5
قد,qad,5
جمع,jam((a,5
گدا,gadaa,5
واصال,vi.saal,5
نذر,na;zr,5
گازر,guzar,5
جراحت,jaraa;hat,5
غلط,;gala:t,5
ہاجر,hijr,5
خاون چکان,;xuun-chakaa;n,5
سزا,sazaa,5
بالوپر,baal-o-par,5
تصوایر,ta.sviir,5
عجب,((ajab,5
چاپنا,chupnaa,5
اضطاراب,i.z:tiraab,5
طلب,:talab,5
اشارہ,ishaarah,5
غابار,;gubaar,5
نایاز,niyaaz,5
بالانا,bulaanaa,5
ماکرّر,mukarrar,5
عاشرت,((ishrat,5
قضا,qa.zaa,5
گھاسنا,ghisnaa,5
عاشّاق,((ushshaaq,5
زاناو,zaanuu,5
ماناند,maanind,5
خلوت,;xalvat,5
روشن,raushan,5
خارمن,;xirman,5
پیچ,pech,5
سا,saa,5
چاہی,chaahe,5
تمکاین,tamkiin,5
ایمان,iimaan,5
ساواےدا,suvaidaa,5
دہن,dahan,5
کار,kaar,5
گرداون,garduun,5
ناگار,nigaar,5
تقرایر,taqriir,5
دایوانہ,diivaanah,5
محشر,ma;hshar,5
سفر,safar,5
اسای,usii,5
ناصاح,naa.si;h,5
نوا,navaa,5
کشاکش,kashaakash,5
ضبط,.zab:t,5
باب,baab,5
گاہر,guhar,5
موجہ,maujah,5
بی وفا,be-vafaa,5
حباب,a;hbaab,5
ماے کدہ,mai-kadah,5
وطن,va:tan,5
پانبہ,punbah,5
ندیشہ,andeshah,5
واجاود,vujuud,5
واسعت,vus((at,5
سخت,sa;xt,5
چار,chaar,5
خرایدار,;xariidaar,5
کاوہکن,kohkan,5
ساحال,saa;hil,5
قاےس,qais,5
اعتابار,i((tibaar,5
جگہ,jagah,5
خالای,;xaalii,5
خاماوشای,;xaamoshii,5
ظالم,:zulm,5
بحر,ba;hr,5
لاو,lo,5
خالد,;xuld,5
نجامن,anjuman,5
جمال,jamaal,5
شام,shaam,5
کفن,kafan,5
نشّہ,nashshah,5
اگہای,aagahii,5
گافتار,guftaar,5
مستای,mastii,5
شادای,shaadii,5
راوتی,rote,5
افتاب,aaftaab,5
کاواش,kaavish,5
ہاوش,hosh,5
طرف,:taraf,5
سودا,saudaa,5
گاناہ,gunaah,5
لاکھ,laakh,5
گالا,gilaa,5
بی داد,be-daad,4
حاضاور,;hu.zuur,4
رہ گازر,rah-guzar,4
سکاون,sakuun,4
ذرّی,;zarre,4
ہاونی,hone,4
کہہیاو,kahyo,4
گاوشہ,goshah,4
رسا,rasaa,4
سعای,sa((ii,4
بی تکلاف,be-takalluf,4
صرف,.sarf,4
داوناون,dono;n,4
عافایت,((aafiyat,4
وجہ,vaj'h,4
پروانہ,parvaanah,4
خواہاش,;xvaahish,4
ناکالنا,nikaalnaa,4
نا امایدای,naa-umiidii,4
زاہاد,zaahid,4
ارام,aaraam,4
نا توانای,naa-tavaanii,4
تسلایم,tasliim,4
قابلہ,qiblah,4
ہانر,hunar,4
فرش,farsh,4
کاےسا,kaisaa,4
داکھ,dukh,4
رفتہ,raftah,4
پیش,pesh,4
زبانای,zabaanii,4
رہن,rahn,4
پتّھر,patthar,4
کھٹکنا,kha;taknaa,4
ازمانا,aazmaanaa,4
ناشان,nishaan,4
قاصاد,qaa.sid,4
جم,jam,4
بد گامانای,bad-gumaanii,4
خام,;xum,4
خواشای,;xvushii,4
فاکر,fikr,4
سوال,savaal,4
ٹپکنا,;tapknaa,4
زار,zaar,4
دور,daur,4
صہبا,.sahbaa,4
ہنسنا,ha;nsnaa,4
سو,sau,4
جاو,juu,4
ادھر,udhar,4
قہر,qahr,4
مادّعای,mudda((ii,4
حضرت,;ha.zrat,4
طاوطای,:tuu:tii,4
طارّہ,:turrah,4
پریشانای,pareshaanii,4
زانّار,zunnaar,4
لم,alam,4
راحت,raa;hat,4
چھاٹنا,chhu;tnaa,4
دوڑنا,dau;rnaa,4
خرابای,;xaraabii,4
پیچوتاب,pech-o-taab,4
ٹاوٹنا,;tuu;tnaa,4
باہاشت,bihisht,4
نگاشت,angusht,4
گارافتارای,giriftaarii,4
پہانچنا,pahu;nchnaa,4
الجھنا,ulajhnaa,4
نبض,nab.z,4
ٹھہرنا,;thahrnaa,4
کٹنا,ka;tnaa,4
شمشایر,shamshiir,4
حاجاب,;hijaab,4
بد خاو,bad-;xuu,4
دہان,dahaan,4
معنای,ma((nii,4
شہر,shahr,4
فائادہ,faa))idah,4
باعاث,baa((i;s,4
باگڑنا,biga;rnaa,4
سر گرم,sar-garm,4
تپاش,tapish,4
بہارای,bahaarii,4
جانباش,junbish,4
ندازہ,andaazah,4
واعاظ,vaa((i:z,4
پاےمان,paimaan,4
نومایدای,naumiidii,4
وایرانای,viiraanii,4
رباب,arbaab,4
داکھلانا,dikhlaanaa,4
بدلا,badlaa,4
خامار,;xumaar,4
شباستان,shabistaan,4
مانّت,minnat,4
طاوفان,:tuufaan,4
داوستای,dostii,4
بر طرف,bar-:taraf,4
اشایان,aashiyaan,4
فساردگای,afsurdagii,4
طالاسم,:tilism,4
سانا,sunaa,4
نازاک,naazuk,4
شاہاد,shaahid,4
خواشا,;xvushaa,4
ز,z,4
شہاید,shahiid,4
بد گامان,bad-gumaan,4
زاندگانای,zindagaanii,4
چھاپانا,chhupaanaa,4
ماژدہ,muzhdah,4
جباین,jabiin,4
کمال,kamaal,4
ل لیٰہ,al-l;aah,4
پارہ,paarah,4
دعوا,da((vaa,4
لڑنا,la;rnaa,4
روانای,ravaanii,4
در خوار,dar-;xvur,4
دایوارودر,diivaar-o-dar,4
طالع,:taala((,4
رسم,rasm,4
کاغذ,kaa;ga;z,4
شکل,shakl,4
عاریان,((uryaa;n,4
ہمیشہ,hameshah,4
ہزار,hazaar,4
باسمال,bismil,4
باہر,baahar,4
قلم,qalam,4
موت,maut,4
غم خوار,;gam-;xvaar,4
ساوزن,sozan,4
وایران,viiraan,4
ناماوس,naamuus,4
قامرای,qumrii,4
سابحہ,sub;hah,4
سحر,sa;har,4
طرب,:tarab,4
صل,a.sl,4
غاراور,;guruur,4
کلام,kalaam,4
شاید,shaayad,4
بی سبب,be-sabab,4
ماحایط,mu;hii:t,4
جاہت,jihat,3
وج,auj,3
عرش,((arsh,3
رفاو,rafuu,3
طعنہ,:ta((nah,3
رواش,ravish,3
مضماون,ma.zmuun,3
ہمہ,hamah,3
خطا,;xa:taa,3
عرصہ,((ar.sah,3
مایر,miir,3
فاےض,fai.z,3
قرار,qaraar,3
شرار,sharaar,3
حاور,;huur,3
کاوہ,koh,3
غاےب,;gaib,3
ابالہ پا,aabilah-paa,3
ہم ساخن,ham-su;xan,3
گاور,gor,3
خطّ,;xa:t:t,3
دبنا,dabnaa,3
خماوش,;xamosh,3
نشو,nashv,3
کماین,kamiin,3
فاراغ,faari;g,3
مکان,makaan,3
ماشت,musht,3
سامنی,saamne,3
بی قرارای,be-qaraarii,3
تجلای,tajallii,3
طاوفان,:tuufaa;n,3
وحشای,va;hshii,3
سعی,sa((y,3
بیش,besh,3
پایالہ,piyaalah,3
خاشاک,;xaashaak,3
بی حاجاب,be-;hijaab,3
بال کاشا,baal-kushaa,3
شایراین,shiiriin,3
یاس,yaas,3
حرم,;haram,3
عنقا,((anqaa,3
تنہائای,tanhaa))ii,3
دھاو,dho,3
رونق,raunaq,3
وا بستہ,vaa-bastah,3
جاوید,jaaved,3
اگنا,ugnaa,3
سفاینہ,safiinah,3
پردہ دارای,pardah-daarii,3
راضوان,ri.zvaan,3
زایادہ,ziyaadah,3
ضاد,.zid,3
شاعر,shi((r,3
تاوڑ,to;r,3
مرحبا,mar;habaa,3
احسان,i;hsaan,3
ضامان,.zaamin,3
رہاو,raho,3
طبایعت,:tabii((at,3
قادرت,qudrat,3
گالخن,gul;xan,3
بی ثر,be-a;sar,3
تامثال,tim;saal,3
جوانای,javaanii,3
صد رنگ,.sad-rang,3
ابراو,aabruu,3
دال لگای,dil-lagii,3
قامت,qaamat,3
گال چاین,gul-chiin,3
تحرایر,ta;hriir,3
داہقان,dihqaan,3
ایجاد,iijaad,3
ندایم,nadiim,3
لعل,la((l,3
زہر,zahr,3
ناشاط,nishaa:t,3
بتلانا,batlaanaa,3
افت,aafat,3
خواد ارا,;xvud-aaraa,3
زخمای,za;xmii,3
بہتر,bahtar,3
اترنا,utarnaa,3
حوصلہ,;hau.slah,3
ظرف,:zarf,3
گارہ,girah,3
کاروبار,kaar-o-baar,3
راخصت,ru;x.sat,3
عاجاز,((aajiz,3
عاریانای,((uryaanii,3
یک قلم,yak-qalam,3
ساپاس,sipaas,3
راند,rind,3
زر,zar,3
داوزخ,doza;x,3
سایلای,siilii,3
بخیہ,ba;xyah,3
شیوہ,shevah,3
خاص,;xaa.s,3
چرچا,charchaa,3
ناما,numaa,3
زیر,zer,3
ذرا,;zaraa,3
انسان,insaan,3
اوارگای,aavaaragii,3
کھاودنا,khodnaa,3
پایچھی,piichhe,3
عام,((aam,3
شعار,ash((aar,3
ہم دم,ham-dam,3
پر فشان,par-afshaan,3
نبرد,nabard,3
حواداث,;havaadi;s,3
پاے,pai,3
حالت,;haalat,3
کان,kaan,3
نکہت,nak'hat,3
نسایم,nasiim,3
لخت,la;xt,3
درس,dars,3
نو,nau,3
وضع,va.z((a,3
ہاجران,hijraan,3
چھاڑکنا,chhi;raknaa,3
ساجدہ,sijdah,3
ماشتاق,mushtaaq,3
تھمنا,thamnaa,3
تازہ,taazah,3
راوزگار,rozgaar,3
عاقدہ,((uqdah,3
عانوان,((unvaa;n,3
پاسبان,paasbaan,3
بےگانگای,begaanagii,3
خلاش,;xalish,3
وا رستگای,vaa-rastagii,3
رازق,rizq,3
برابر,baraabar,3
کون سا,kaun-saa,3
فراغت,faraa;gat,3
بنانا,banaanaa,3
نداوہ,andoh,3
وبال,vabaal,3
چھاوٹنا,chhuu;tnaa,3
گرچاہ,agarchih,3
فساردہ,afsurdah,3
خمیازہ,;xamyaazah,3
نا چار,naa-chaar,3
مزا,mazaa,3
اعتاماد,i((timaad,3
ساراغ,suraa;g,3
بہانہ,bahaanah,3
باز,baaz,3
خوف,;xauf,3
بالاش,baalish,3
تنہا,tanhaa,3
رہزن,rahzan,3
عداوت,((adaavat,3
دھاوکا,dhokaa,3
راونی,rone,3
پری,pare,3
نقد,naqd,3
کراو,karo,3
تلافای,talaafii,3
پانای,paanii,3
اتنا,utnaa,3
شش,shash,3
موسم,mausam,3
گلای,galii,3
باجھنا,bujhnaa,3
گاستاخای,gustaa;xii,3
بی ماہر,be-mihr,3
خفا,;xafaa,3
داشمنای,dushmanii,3
وادای,vaadii,3
عندلایب,((andaliib,3
سراپا,saraapaa,3
مانا,maanaa,3
شخص,sha;x.s,3
زامارّاد,zumurrud,3
خان,;xaa;n,3
سال,saal,3
التافات,iltifaat,3
ازاردہ,aazurdah,3
ثواب,;savaab,3
ازادای,aazaadii,3
نشووناما,nashv-o-numaa,3
ارائاش,aaraa))ish,3
فاغان,fi;gaan,3
ہاووی,hove,3
خماوشای,;xamoshii,3
شرماندہ,sharmindah,3
کھانچنا,khi;nchnaa,3
نا تمامای,naa-tamaamii,3
داشوار,dushvaar,3
مقدم,maqdam,3
چند,chand,3
الٹنا,ul;tnaa,3
شرمانا,sharmaanaa,3
فرہاد,farhaad,3
کمان,kamaan,3
فرد,fard,3
عاید,((iid,3
ماہر,muhr,3
فرق,farq,3
پار,paar,3
فساوس,afsos,3
نفرت,nafrat,3
کھیل,khel,3
خستہ,;xastah,3
کاسی,kise,3
قرض,qar.z,3
مافت,muft,3
ستانا,sataanaa,3
بخشنا,ba;xshnaa,3
نمک دان,namak-daan,3
ملامت,malaamat,3
فراہم,faraaham,3
ناکاوہاش,nikohish,3
مکتب,maktab,3
ہلاک,halaak,3
راضای,raa.zii,3
بالندای,bulandii,3
صاےد,.said,3
برگ,barg,3
جلاد,jallaad,3
غاربت,;gurbat,3
روان,ravaan,3
حد,;had,3
مرہم,marham,3
نازاش,naazish,3
لاونا,laavnaa,3
اباد,aabaad,3
ماہربان,mihrbaan,3
باوسی,bose,3
پاےکان,paikaan,3
محراومای,ma;hruumii,3
تعمایر,ta((miir,3
مدح,mad;h,3
جذبہ,ja;zbah,3
تلوار,talvaar,3
خازان,;xizaa;n,3
حرف,;harf,3
تقرایب,taqriib,3
شایرازہ,shiiraazah,3
ہم زبان,ham-zabaan,3
ندر,andar,3
اتاش کدہ,aatish-kadah,3
پاےمانہ,paimaanah,3
بہا,bahaa,3
داید,diid,3
داین,diin,3
کاتنا,kitnaa,3
بندگای,bandagii,3
بی جا,be-jaa,3
بایناش,biinish,3
بان,bun,3
غفلت,;gaflat,3
مکتاوب,maktuub,3
طوق,:tauq,3
پاےغام,pai;gaam,3
خاوبای,;xuubii,3
حالانکاہ,;haalaa;nkih,2
جمع,jam((,2
بی زبانای,be-zabaanii,2
اہنگ,aahang,2
عرق,((araq,2
عالای,((aalii,2
پڑھنا,pa;rhnaa,2
باجلای,bijlii,2
تعن,ta((n,2
ماتم,maatam,2
کانارہ,kinaarah,2
دندان ناما,dandaan-numaa,2
دال فریبای,dil-farebii,2
رسائای,rasaa))ii,2
برس,baras,2
رزانای,arzaanii,2
ماختصر,mu;xta.sar,2
مشق,mashq,2
معاصای,ma((aa.sii,2
عاراض,((aari.z,2
دایوانگای,diivaanagii,2
مقصد,maq.sad,2
بادہ ناوشای,baadah-noshii,2
خستگای,;xastagii,2
نا کام,naa-kaam,2
داکھلان,dikhlaana,2
گاریزان,gurezaan,2
بتلاؤ,batlaa))o,2
عالاج,((ilaaj,2
نایند,nii;nd,2
کھڑا,kha;raa,2
زنگار,zangaar,2
اقلایم,iqliim,2
ساراور,suruur,2
یاران,yaaraan,2
اجازت,ijaazat,2
اختایار,i;xtiyaar,2
گوارا,gavaaraa,2
تماشائای,tamaashaa))ii,2
ریختہ,re;xtah,2
عابرت,((ibrat,2
اثبات,i;sbaat,2
ادراک,idraak,2
طوف,:tauf,2
عایسیٰ,((iis;aa,2
دھرنا,dharnaa,2
الفط,ulfa:t,2
اہاو,aahuu,2
راو,ro,2
جارئت,jur))at,2
دانہ,daanah,2
ماشکاین,mushkiin,2
دانا,daanaa,2
جاگر تاشنہ,jigar-tishnah,2
خوارای,;xvaarii,2
ہای,haay,2
